"run_ID"	"NIE1"	"NDE1"	"ATE1"	"NIE2"	"NDE2"	"ATE2"	"NIE3"	"NDE3"	"ATE3"	"NIE4"	"NDE4"	"ATE4"	"NIE5"	"NDE5"	"ATE5"	"NIE6"	"NDE6"	"ATE6"	"NIE7"	"NDE7"	"ATE7"	"NIE8"	"NDE8"	"ATE8"	"NIE9"	"NDE9"	"ATE9"	"NIE10"	"NDE10"	"ATE10"	"NIE11"	"NDE11"	"ATE11"	"NIE12"	"NDE12"	"ATE12"
35	0.773304506584043	2.03398069917393	1.45611984307782	0.776625629796428	2.02859670096774	1.44932501588062	0.772372361110282	2.03485207692644	1.37242180760795	0.772480508656744	2.02092307679678	1.35548500446311	1.4637583880642	1.84559801508638	2.75172942361883	1.46395194311704	1.84355487078037	2.75211826061326	1.46651527311668	2.62388699628439	2.75218429770475	1.46615777933854	2.61847591058867	2.75163951269515	2.23706289464825	3.87957871426031	4.20784926669665	2.24057757291347	3.87215157174811	4.20144327649388	2.23888763422696	4.65873907321083	4.1246061053127	2.23863828799528	4.63939898738544	4.10712451715826
36	0.776452622551717	2.03696255073642	1.45881749748583	0.773481026593326	2.03679864129454	1.44468876371791	0.778964122462728	2.0267185502024	1.36914129555464	0.778302512979603	2.02488338961969	1.36286555003028	1.4650336560838	1.85750729507893	2.75160229546143	1.46631807316454	1.84403321823904	2.75118231771388	1.46634060639492	2.62195215261291	2.7522010031095	1.46696964510897	2.62117607742857	2.75130745369076	2.24148627863552	3.89446984581535	4.21041979294726	2.23979909975786	3.88083185953358	4.1958710814318	2.24530472885765	4.64867070281531	4.12134229866415	2.24527215808857	4.64605946704826	4.11417300372103
20	0.771330959692612	2.03779840208787	1.4545589160325	0.768926101674787	2.02724444545447	1.44568733692056	0.774630225151914	2.03538997265798	1.36280688437597	0.77359798056711	2.03104256508228	1.36035959265207	1.4682701804167	1.85078565716953	2.75153371673157	1.46680738105159	1.84960110991412	2.75141827868923	1.46754207425787	2.62161443065863	2.75234100718425	1.46686077536563	2.61788705535564	2.75196291411291	2.23960114010932	3.8885840592574	4.20609263276407	2.23573348272637	3.87684555536859	4.19710561560979	2.24217229940978	4.65700440331661	4.11514789156022	2.24045875593273	4.64892962043792	4.11232250676498
61	0.76855676093773	2.03567920797699	1.45920473136113	0.771608738113988	2.02233525390038	1.44982061087502	0.77218656183729	2.02581232301687	1.36314787525761	0.772662418565192	2.03140028307895	1.3583025256934	1.46463130833091	1.84630493809464	2.75203711004559	1.46535842571726	1.84938107399554	2.75144778769209	1.4660514057818	2.62874236634201	2.7521021709042	1.46752800736247	2.6253853532103	2.75216388647464	2.23318806926864	3.88198414607163	4.21124184140672	2.23696716383125	3.87171632789592	4.20126839856712	2.23823796761909	4.65455468935887	4.11525004616182	2.24019042592766	4.65678563628925	4.11046641216804
27	0.773575789076962	2.02107797148691	1.46331731120925	0.774047434168657	2.02871311511808	1.44577943364766	0.775529281632013	2.02592150574143	1.36920966275104	0.772945363329408	2.02666832458912	1.35957978595916	1.46628736972686	1.84818593315092	2.75206901568412	1.46627772204451	1.84469177253517	2.75213883554051	1.4642418276361	2.62365344451825	2.75203954166457	1.46595615553952	2.62474914783573	2.75137198195288	2.23986315880382	3.86926390463783	4.21538632689337	2.24032515621317	3.87340488765325	4.19791826918817	2.23977110926811	4.64957495025969	4.12124920441561	2.23890151886893	4.65141747242485	4.11095176791205
3	0.779058949193781	2.03082804131446	1.45883785357513	0.773827427369158	2.02500255646852	1.45130919358093	0.774813081490739	2.0328559606646	1.37176747832129	0.770391059055504	2.02757390973158	1.35394689406315	1.46514749813842	1.85036013378102	2.75235971182211	1.46795900007206	1.84793879651305	2.75265330935816	1.46550751539211	2.62026469413121	2.7524160342821	1.46698145430688	2.61873181637393	2.75175496870814	2.2442064473322	3.88118817509549	4.21119756539724	2.24178642744122	3.87294135298157	4.20396250293909	2.24032059688285	4.65312065479581	4.1241835126034	2.23737251336238	4.64630572610551	4.10570186277129
41	0.772695172134138	2.03009847330806	1.46234102571065	0.769772416254088	2.03441405480174	1.45372894850866	0.777241984579266	2.02640236938972	1.36285965838914	0.774589554360276	2.02903664550375	1.36037943543406	1.46462816339622	1.85174183315077	2.75199781873012	1.46388338408405	1.84907449335967	2.75241798933907	1.46576924704557	2.62692904695343	2.75140782039914	1.46584247819926	2.62401060914711	2.75250521627978	2.23732333553035	3.88184030645883	4.21433884444076	2.23365580033814	3.88348854816141	4.20614693784773	2.24301123162484	4.65333141634315	4.11426747878827	2.24043203255954	4.65304725465087	4.11288465171384
60	0.771455995194982	2.02324468687547	1.45902454132956	0.772156862124866	2.03898706434043	1.44142289793098	0.777362216172386	2.03019213447494	1.36114245468385	0.773948402280684	2.02820101405168	1.35982785022859	1.46507455633266	1.8527707438033	2.75226848752237	1.46191108733028	1.84557036968721	2.75155280520284	1.46574993246952	2.62381322066082	2.75187341364072	1.46495007851952	2.62096670537811	2.75220397202497	2.23653055152764	3.87601543067877	4.21129302885193	2.23406794945515	3.88455743402764	4.19297570313383	2.24311214864191	4.65400535513576	4.11301586832457	2.2388984808002	4.6491677194298	4.11203182225356
58	0.771158072567762	2.03418778682581	1.45533628980181	0.781064980722038	2.02085117393159	1.45502064250052	0.772845376805434	2.02921782189642	1.36724087135963	0.774682693953919	2.02803860371219	1.36279846301505	1.46407934028607	1.85084308347939	2.75217007714022	1.46631077671711	1.85026347939948	2.75196617292672	1.46387075557725	2.62829699480003	2.75183882574501	1.46698491028032	2.62241525146638	2.75206436589518	2.23523741285383	3.8850308703052	4.20750636694203	2.24737575743915	3.87111465333107	4.20698681542724	2.23671613238268	4.65751481669645	4.11907969710464	2.24166760423424	4.65045385517858	4.11486282891023
5	0.772666734845096	2.04327903573225	1.46387655596773	0.773580745308959	2.02220413217825	1.45284222949854	0.772414527934507	2.03003704285223	1.36526370685614	0.774253933602003	2.02058462265403	1.35842800169624	1.46604746614327	1.84968890849534	2.75214051744367	1.46491796847106	1.85115875781673	2.75209842428768	1.46503264893675	2.62752858301333	2.75180770727967	1.46248913726112	2.62728253203422	2.75183364435067	2.23871420098837	3.89296794422759	4.2160170734114	2.23849871378002	3.87336288999498	4.20494065378622	2.23744717687126	4.65756562586556	4.1170714141358	2.23674307086312	4.64786715468825	4.11026164604691
43	0.772840683226009	2.02820116610221	1.45254566775414	0.76950102460635	2.0262717677169	1.44891076263734	0.773195372364336	2.03653558009626	1.3650563415342	0.775733250671208	2.03420364385693	1.35446919032806	1.4632031307036	1.85048875697364	2.75235089605281	1.46689195570547	1.84360278872815	2.7518721938479	1.46830002426464	2.62391850515764	2.75196050171265	1.46766865362916	2.62599881753978	2.75192525634461	2.2360438139296	3.87868992307585	4.20489656380695	2.23639298031182	3.86987455644505	4.20078295648524	2.24149539662898	4.6604540852539	4.11701684324685	2.24340190430037	4.66020246139671	4.10639444667267
42	0.775392762857449	2.02790369060092	1.46360485575602	0.771548878140626	2.02959123018648	1.44270576440255	0.776214923571879	2.03106185057896	1.36735242717473	0.769595883514375	2.0325442761618	1.35642672297709	1.464638711842	1.84956469902299	2.75193570998357	1.46581796515154	1.85547771378713	2.7515304760194	1.46574838978266	2.62492403271241	2.75188504777606	1.46297525980435	2.62385222086305	2.75224415413021	2.24003147469945	3.87746838962391	4.21554056573959	2.23736684329217	3.88506894397361	4.19423624042195	2.24196331335454	4.65598588329137	4.11923747495079	2.23257114331873	4.65639649702486	4.10867087710729
59	0.773363594577307	2.04055376153116	1.45442472077972	0.778502748831877	2.03920356735479	1.445733996588	0.774924511169542	2.03339719757657	1.37061388313527	0.768613517756239	2.03128199187667	1.36079531802402	1.46653711962766	1.84181040485588	2.75170546433945	1.46524612579722	1.85014149898339	2.75215866901357	1.46755140128898	2.62377506441746	2.75180215719629	1.46499486222216	2.6219165552972	2.75197401199578	2.23990071420497	3.88236416638704	4.20613018511917	2.2437488746291	3.88934506633817	4.19789266560157	2.24247591245853	4.65717226199403	4.12241604033155	2.2336083799784	4.65319854717387	4.11276933001979
1	0.775282350776077	2.03446511247922	1.45951419161632	0.772649916947776	2.03219734480306	1.44924982002031	0.767389860530469	2.0307720102382	1.36499270425671	0.77672399593512	2.03400868042863	1.35878024848725	1.46289314839989	1.84769108130478	2.75154918620842	1.46302101152366	1.84892026793915	2.75206703680359	1.46565814338528	2.62756917254013	2.75195163210516	1.46618316041596	2.62855634918528	2.75256412808499	2.23817549917597	3.88215619378401	4.21106337782474	2.23567092847144	3.88111761274221	4.2013168568239	2.23304800391575	4.65834118277833	4.11694433636187	2.24290715635108	4.66256502961391	4.11134437657224
2	0.774764322508791	2.04284151754603	1.45800575411408	0.777954036347961	2.0317717848958	1.44566754445313	0.77705002364633	2.02100566983296	1.3664312275047	0.776088374258748	2.0274074101206	1.35923231206694	1.46335182230242	1.84764475957118	2.75178111180509	1.46442351780439	1.8516934333781	2.75216733157082	1.46678623603562	2.62624900849129	2.75206168354943	1.46703592312702	2.6232276592489	2.75213373534002	2.23811614481121	3.89048627711721	4.20978686591917	2.24237755415235	3.8834652182739	4.19783487602394	2.24383625968195	4.64725467832425	4.11849291105413	2.24312429738576	4.6506350693695	4.11136604740696
71	0.774022714375128	2.03176278114983	1.45802051979193	0.768521303609358	2.02492732765805	1.44264273866505	0.770261869669646	2.02595229161479	1.36370824791612	0.773409763224607	2.03406323663427	1.35432355560793	1.46712560694003	1.84818414972293	2.75200276182528	1.46540815990681	1.85174333498007	2.75239708955718	1.46465485214229	2.62560548207197	2.75164605051528	1.46599655141747	2.6229602183616	2.7513462823902	2.24114832131515	3.87994693087276	4.21002328161721	2.23392946351616	3.87667066263812	4.19503982822223	2.23491672181194	4.65155777368676	4.1153542984314	2.23940631464208	4.65702345499586	4.10566983799813
72	0.7729875384182	2.02685599019922	1.45317862581104	0.769218693157316	2.03109126658959	1.45257617423887	0.775455430799215	2.0301155317237	1.36895846656517	0.774225147229331	2.03410453601474	1.35465846565433	1.46730317876376	1.84739331872854	2.75167553218153	1.46747945904428	1.85452418068349	2.75246061499761	1.46632049500722	2.62505266573501	2.7517292649894	1.46704561882426	2.62837422054147	2.75220767669365	2.24029071718196	3.87424930892775	4.20485415799257	2.23669815220159	3.88561544727308	4.20503678923648	2.24177592580644	4.65516819745872	4.12068773155458	2.24127076605359	4.66247875655621	4.10686614234798
