"run_ID"	"NIE1"	"NDE1"	"ATE1"	"NIE2"	"NDE2"	"ATE2"	"NIE3"	"NDE3"	"ATE3"	"NIE4"	"NDE4"	"ATE4"	"NIE5"	"NDE5"	"ATE5"	"NIE6"	"NDE6"	"ATE6"	"NIE7"	"NDE7"	"ATE7"	"NIE8"	"NDE8"	"ATE8"	"NIE9"	"NDE9"	"ATE9"	"NIE10"	"NDE10"	"ATE10"	"NIE11"	"NDE11"	"ATE11"	"NIE12"	"NDE12"	"ATE12"
28	6.53171990002944	5.33978655511413	4.38799597373247	8.84808228685232	6.95871116747322	4.3960212248959	9.34513290781867	9.04118713070346	6.51148949455458	6.94958521015672	5.91355024634654	5.19056987629796	9.35646025731369	7.7141047591622	5.18904555534906	9.39869158269569	9.2208433009617	6.82697383859435	5.04750814319564	3.85932665039089	2.91089537580826	6.54443480499173	4.65298337913106	2.91318513028802	8.64564958618755	8.34544673061677	5.83556630392308	5.25333884433748	4.08003895277229	3.15522582684223	6.7882619643081	4.92660381258082	3.15523137317877	8.66815094753127	8.41215866606678	5.91235650805857
53	6.53183985878314	5.34199396651807	4.39183555018683	8.84668187531644	6.95602862540275	4.39173273786094	9.34718762137595	9.0426633746517	6.51195927380817	6.94690486593648	5.91208386521915	5.19034450497543	9.35024825302902	7.70629026300796	5.18372036715303	9.39712772947644	9.22027424043575	6.82637261492382	5.04903650315334	3.85826050412161	2.90804092626645	6.53917181918104	4.64874894215643	2.91100044143588	8.64590792363634	8.34503518870271	5.83510509219904	5.24747589139667	4.07701187936793	3.15313911072757	6.79064425969372	4.92881097674723	3.15687656739227	8.66782611477879	8.41250977085381	5.91259144458525
52	6.53044259087754	5.34142037188806	4.39075912287559	8.84446169501861	6.95501804418915	4.39175591304764	9.34592027843509	9.04213863958108	6.51132796532671	6.94334032271196	5.90976547452411	5.1886947487242	9.36328977421519	7.71526169627696	5.1880566004057	9.39850133978091	9.22029344865066	6.82661276501324	5.0498543877169	3.85975244763835	2.90929286175299	6.55033165060721	4.65662483841878	2.91587373174665	8.64605617968019	8.34550340034682	5.83578986081391	5.25168489702393	4.08021065917348	3.15572944506017	6.79801015243309	4.93254549156751	3.15896730532348	8.66827744835915	8.41248167507859	5.91267501179084
10	6.53176492409868	5.34196540945885	4.39228140963362	8.84446103231651	6.95509845893513	4.39344775318662	9.34631140963448	9.0426068536902	6.51192353321979	6.94304260013118	5.90778831201439	5.1857781112943	9.35884146387835	7.71387583352345	5.1900513699862	9.39727886208107	9.22055013688375	6.82743619935699	5.05468447297014	3.86299423212136	2.91151754322355	6.53661551153587	4.6467489428305	2.90866944102188	8.64613414349694	8.34522219243409	5.83521696654361	5.25115714357769	4.07948671785027	3.15505842233637	6.78655112136255	4.9266126020214	3.15547343393994	8.66799445706329	8.41269809569593	5.91282755641646
100	6.5320089088025	5.34247085079778	4.39353903324639	8.83752479698594	6.95163532482464	4.39075255507502	9.34575964116586	9.0413697374236	6.51126751886458	6.93923398151802	5.90778409510682	5.18752227510238	9.35613961402089	7.70875302107248	5.18368269043586	9.39671017850491	9.22032826361407	6.82670012403612	5.05298271109821	3.86389961347242	2.91315003523718	6.53905508197938	4.64798719613184	2.90994203563581	8.64639385015455	8.3453982261313	5.83543766307553	5.24931437417455	4.07729168417135	3.1527580048065	6.78939693774515	4.92790452104084	3.15536263111834	8.66829988650266	8.41254575729972	5.91281022275272
11	6.52968067186918	5.34013461422148	4.39109815498966	8.85130457292164	6.95832534714423	4.39369901893858	9.3460769070339	9.04138236932448	6.51132346592907	6.9430465940408	5.90787867611023	5.1856402617229	9.36247617632555	7.71870569664623	5.19241622628787	9.39745312424126	9.22041602980675	6.8267532304134	5.05121825365504	3.86118178761332	2.91081414148817	6.5345006959355	4.64556265479605	2.90848878845485	8.64562005688327	8.34524054438894	5.83521921662698	5.25565162827021	4.08154789033188	3.15709303613687	6.78497379169146	4.92292768112482	3.15266354574201	8.66771269902943	8.41313673344346	5.91338284710249
25	6.53371594694146	5.34407466359664	4.39180649634473	8.84181743522689	6.95185842300485	4.38908580906891	9.34581978105204	9.04152840877811	6.5118292407474	6.94471876354362	5.91008517983815	5.18644056699873	9.35425466041443	7.71203715404346	5.18760668273623	9.39755236671126	9.22078885935155	6.82717540450706	5.04845476570115	3.85817040352333	2.90988879711616	6.53818232506756	4.64869723693092	2.90916942936773	8.64649040745668	8.34532781238403	5.83507891206174	5.25284892410832	4.08045531282313	3.15600042260011	6.79037840204075	4.92758569379464	3.1554350335752	8.66814527434632	8.41308565803389	5.91327109517199
9	6.53316038551825	5.34185399004238	4.38999134969132	8.83993479604966	6.95174190553905	4.39155172433774	9.34602304580837	9.04152807434297	6.51157906454686	6.95123109829577	5.91477015310336	5.19207804502249	9.36639122439583	7.71868897026701	5.19163746376226	9.3971940337767	9.22011069637194	6.82625824029172	5.04901108955885	3.86198823779653	2.91268743209479	6.53714757487406	4.64685517266498	2.90900589138125	8.64514315972593	8.34572234721204	5.83576939723514	5.25303514915595	4.08051292256647	3.15529957965204	6.7876505041426	4.92680594451862	3.15492253951519	8.66820839019221	8.41270204450928	5.9128013796471
7	6.53105647115434	5.342045462934	4.39326742654793	8.83983242359914	6.95324004188928	4.39296572521887	9.34615450727109	9.04173458326754	6.51172024742081	6.94861488653935	5.91440454882088	5.19201658035967	9.36271964544521	7.71511507886412	5.18850613076041	9.39727537819125	9.22079123094286	6.82726278108505	5.04602621145997	3.85727551677276	2.90887434981917	6.53750574144476	4.64847771943868	2.90961377547805	8.64521818666654	8.34540996813657	5.8352280094549	5.24701492531951	4.07583777668072	3.15187654936679	6.79256610178461	4.93234726514787	3.15901389536409	8.66870830708374	8.41278376767749	5.91300220597616
96	6.539631940472	5.34896294849844	4.39620510506039	8.84614175745022	6.95617079476797	4.39257375952137	9.3457166334783	9.04146158988671	6.51182351960692	6.93506158430857	5.9040370334874	5.18431058169046	9.36439200150644	7.71790382816266	5.19162426338024	9.39760103226948	9.22092987652401	6.82787489564925	5.05161065483586	3.8595065322274	2.90971331325447	6.53845242484864	4.65004559332459	2.91127510651562	8.64608314724163	8.34565735967399	5.83558516700118	5.25313875678182	4.08095020733964	3.15560273342333	6.79564968258368	4.92991334684158	3.15742026425212	8.66844035705863	8.41279209816356	5.9130487019179
8	6.53754886592792	5.34771747047871	4.39632607797782	8.84127187388456	6.95280769074325	4.39257360084014	9.3457011950167	9.04109077224626	6.51094071583241	6.94757690487077	5.91140935142872	5.18886233425946	9.35867581203335	7.71466474309336	5.18832286187994	9.39728585266952	9.21982149914167	6.82620524225472	5.05343745385362	3.86364856538635	2.91375706122753	6.5379056102361	4.64808198155296	2.90986859819043	8.64610476753172	8.34554722004215	5.8353276433811	5.25132799008188	4.07764784551549	3.15334215937662	6.78504750966553	4.92335344631272	3.15198202859672	8.66817476380207	8.41250891817906	5.91285252130809
97	6.53542572435862	5.34409609377692	4.39289115927736	8.83893303509124	6.95067137624622	4.3902013443359	9.34589468187503	9.04155173607318	6.5111722870582	6.94945679186372	5.9129134274405	5.18948467643316	9.35486278758254	7.71073094954788	5.18739108444555	9.39668014801784	9.22019993861182	6.82664366343882	5.04885929817701	3.86088140560307	2.91056904796392	6.54098264045045	4.6505119114037	2.91164220869137	8.64578910682799	8.34612374175291	5.83588007541173	5.25098612282324	4.07935485515752	3.15470460193551	6.78817564469996	4.92722330000696	3.15504323826313	8.66803111899837	8.41245428909267	5.91266467849588
92	6.53360639838307	5.3417493795148	4.389850811519	8.83999596561312	6.94971123305341	4.38854132078228	9.34657856674735	9.04174813768458	6.5114174315498	6.94735875865746	5.91162809172687	5.18752219312932	9.35507247561318	7.71214414589308	5.18779295493346	9.39796869964693	9.2204629874846	6.82696268056316	5.04910185683175	3.85959881647457	2.90967838375064	6.54120680983663	4.65144519506813	2.91169909236827	8.64545511329074	8.34555410863482	5.83558289805493	5.25281097363981	4.0789978628283	3.1548514840987	6.78716530229877	4.92344875670314	3.1530553784473	8.66820969067704	8.41266746783579	5.91286023663496
4	6.53249680438261	5.34249525038099	4.39111331811191	8.84514707303596	6.95366472696747	4.39036491729726	9.34601602849719	9.04179370227587	6.51248570904803	6.94334438186219	5.90668476188682	5.18585210610102	9.35699624916092	7.71184623211263	5.18909277951096	9.39791396982937	9.22043355375054	6.82707655816557	5.05347805693973	3.86242285993369	2.91147761813999	6.53783565901716	4.64759665689669	2.90873529064486	8.64573795686119	8.34575216390504	5.83588114649636	5.25124760296867	4.07930333120675	3.15477212204341	6.77919238296254	4.91883694739315	3.14919346940711	8.66815822921439	8.41297106991179	5.91310910659121
